,Unnamed: 0,Ticker,CIK,Year,Y-1 ROE,ROE,Y+1 ROE,Y-1 Asset,Asset,Y+1 Asset,Year-1 Revenue,Revenue,Year+1 Revenue,Year-1 Net Income,Net Income,Year+1 Net Income,Accession Number,Conformed Submission Type,Conformed Period Of Report,Filed As Of Date,Date As Of Change,Company Conformed Name,Fiscal Year End,Y-1 Profit Margin,Y Profit Margin,Y+1 Profit Margin,Current Revenue YOY,Next Revenue YOY,Current Profit Margin YOY,Next Profit Margin YOY,Current ROE YOY,Future ROE YOY
1593,1593,INCY US,879169,2018,-30.54900844,6.157179505,19.75548877,2302.582,2645.762,3426.75,1536.22,1881.88,2158.76,-313.14,109.49,446.91,0001558370-19-000682,10-K,2018-12-31,2019-02-14,20190214,INCYTE CORP,1231,-0.2038379919542773,0.058181180521606,0.2070216235246159,0.22500683495853457,0.1471294662784024,0.2620191724758834,0.1488404430030099,0.36706187945,0.13598309265
1594,1594,INCY US,879169,2019,6.157179505,19.75548877,-11.35184274,2645.762,3426.75,3560.918,1881.88,2158.76,2666.7,109.49,446.91,-295.7,0001558370-20-000774,10-K,2019-12-31,2020-02-13,20200213,INCYTE CORP,1231,0.058181180521606,0.2070216235246159,-0.1108861139235759,0.1471294662784024,0.2352924827215621,0.1488404430030099,-0.3179077374481919,0.13598309265,-0.3110733151
1595,1595,INCY US,879169,2020,19.75548877,-11.35184274,29.73015411,3426.75,3560.918,4933.352,2158.76,2666.7,2986.27,446.91,-295.7,948.58,0001558370-21-000825,10-K,2020-12-31,2021-02-09,20210209,INCYTE CORP,1231,0.2070216235246159,-0.1108861139235759,0.317647098219518,0.2352924827215621,0.11983725203434958,-0.3179077374481919,0.428533212143094,-0.3110733151,0.4108199685
1596,1596,INCY US,879169,2021,-11.35184274,29.73015411,8.369898096,3560.918,4933.352,5840.984,2666.7,2986.27,3394.64,-295.7,948.58,340.66,0001558370-22-000902,10-K,2021-12-31,2022-02-08,20220208,INCYTE CORP,1231,-0.1108861139235759,0.317647098219518,0.1003523201282021,0.11983725203434958,0.13674918878734998,0.428533212143094,-0.2172947780913159,0.4108199685,-0.21360256014
1597,1597,INCY US,879169,2022,29.73015411,8.369898096,12.50212867,4933.352,5840.984,6782.107,2986.27,3394.64,3695.65,948.58,340.66,597.6,0000879169-23-000008,10-K,2022-12-31,2023-02-07,20230207,INCYTE CORP,1231,0.317647098219518,0.1003523201282021,0.1617036245315438,0.13674918878734998,0.08867214196498008,-0.2172947780913159,0.0613513044033417,-0.21360256014,0.041322305739999995
1598,1598,IPG US,51644,2021,12.38251424,29.67762031,26.27230205,18042.7,19909.2,18811.7,9061.0,10240.7,10927.8,351.1,952.8,938.0,0000051644-22-000010,10-K,2021-12-31,2022-02-22,20220222,"INTERPUBLIC GROUP OF COMPANIES, INC.",1231,0.0387484825074495,0.093040514808558,0.0858361243800216,0.13019534267740873,0.06709502280117552,,-0.0072043904285364,0.17295106069999996,-0.03405318259999998
1599,1599,IPG US,51644,2022,29.67762031,26.27230205,29.06896734,19909.2,18811.7,19267.3,10240.7,10927.8,10889.3,952.8,938.0,1098.4,0000051644-23-000010,10-K,2022-12-31,2023-02-21,20230221,"INTERPUBLIC GROUP OF COMPANIES, INC.",1231,0.093040514808558,0.0858361243800216,0.1008696610434096,0.06709502280117552,-0.003523124508135189,-0.0072043904285364,0.0150335366633879,-0.03405318259999998,0.0279666529
1600,1600,IQV US,1478242,2013,,,,2499.153,3066.797,3305.832,4865.51,5099.55,5460.0,177.55,226.59,357.0,0001193125-14-050071,10-K,2013-12-31,2014-02-13,20140213,Quintiles Transnational Holdings Inc.,1231,0.0364915497039364,0.0444333323528546,0.0653846153846153,0.04810184338332468,0.07068270729770276,,0.0209512830317607,,
1601,1601,IQV US,1478242,2014,,,,3066.797,3305.832,3926.0,5099.55,5460.0,5737.0,226.59,357.0,387.0,0001193125-15-045845,10-K,2014-12-31,2015-02-12,20150212,Quintiles Transnational Holdings Inc.,1231,0.0444333323528546,0.0653846153846153,0.0674568589855325,0.07068270729770276,0.050732600732600774,0.0209512830317607,0.0020722436009171,,
1602,1602,IQV US,1478242,2015,,,,3305.832,3926.0,21208.0,5460.0,5737.0,6815.0,357.0,387.0,72.0,0001564590-16-012629,10-K,2015-12-31,2016-02-11,20160211,Quintiles Transnational Holdings Inc.,1231,0.0653846153846153,0.0674568589855325,0.010564930300807,0.050732600732600774,0.18790308523618626,0.0020722436009171,-0.0568919286847254,,
1603,1603,IQV US,1478242,2016,,,15.35963435,3926.0,21208.0,22857.0,5737.0,6815.0,9702.0,387.0,72.0,1277.0,0001193125-17-046709,10-K,2016-12-31,2017-02-16,20170216,"Quintiles IMS Holdings, Inc.",1231,0.0674568589855325,0.010564930300807,0.1316223459080601,0.18790308523618626,0.4236243580337491,-0.0568919286847254,0.1210574156072531,,
1604,1604,IQV US,1478242,2017,,15.35963435,3.521653409,21208.0,22857.0,22549.0,6815.0,9702.0,10412.0,72.0,1277.0,259.0,0001564590-18-002340,10-K,2017-12-31,2018-02-16,20180216,IQVIA HOLDINGS INC.,1231,0.010564930300807,0.1316223459080601,0.0248751440645409,0.4236243580337491,0.0731807874665018,0.1210574156072531,-0.1067472018435192,,-0.11837980941000001
1605,1605,IQV US,1478242,2018,15.35963435,3.521653409,3.00385311,22857.0,22549.0,23251.0,9702.0,10412.0,11088.0,1277.0,259.0,191.0,0001564590-19-003180,10-K,2018-12-31,2019-02-19,20190219,IQVIA HOLDINGS INC.,1231,0.1316223459080601,0.0248751440645409,0.0172258297258297,0.0731807874665018,0.06492508643872452,-0.1067472018435192,-0.0076493143387111,-0.11837980941000001,-0.005178002989999997
1606,1606,IQV US,1478242,2019,3.521653409,3.00385311,4.648450516,22549.0,23251.0,24564.0,10412.0,11088.0,11359.0,259.0,191.0,279.0,0001564590-20-004901,10-K,2019-12-31,2020-02-18,20200218,IQVIA HOLDINGS INC.,1231,0.0248751440645409,0.0172258297258297,0.0245620213046923,0.06492508643872452,0.024440836940836874,-0.0076493143387111,0.0073361915788625,-0.005178002989999997,0.016445974059999993
1607,1607,IQV US,1478242,2020,3.00385311,4.648450516,16.04251432,23251.0,24564.0,24689.0,11088.0,11359.0,13874.0,191.0,279.0,966.0,0001478242-21-000020,10-K,2020-12-31,2021-02-12,20210212,IQVIA HOLDINGS INC.,1231,0.0172258297258297,0.0245620213046923,0.0696266397578203,0.024440836940836874,0.22141033541685018,0.0073361915788625,0.045064618453128,0.016445974059999993,0.11394063803999999
1608,1608,IQV US,1478242,2021,4.648450516,16.04251432,18.48056238,24564.0,24689.0,25337.0,11359.0,13874.0,14410.0,279.0,966.0,1091.0,0001478242-22-000041,10-K,2021-12-31,2022-02-16,20220216,IQVIA HOLDINGS INC.,1231,0.0245620213046923,0.0696266397578203,0.0757113115891741,0.22141033541685018,0.03863341502090245,0.045064618453128,0.0060846718313538,0.11394063803999999,0.024380480599999997
1609,1609,IQV US,1478242,2022,16.04251432,18.48056238,22.86772754,24689.0,25337.0,26681.0,13874.0,14410.0,14984.0,966.0,1091.0,1358.0,0001478242-23-000044,10-K,2022-12-31,2023-02-15,20230215,IQVIA HOLDINGS INC.,1231,0.0696266397578203,0.0757113115891741,0.0906300053390282,0.03863341502090245,0.039833448993754406,0.0060846718313538,0.0149186937498541,0.024380480599999997,0.04387165160000002
1610,1610,IRM US,1020569,2006,8.583391567,8.815961678,9.143412066,4766.14,5209.521,6307.921,2078.16,2350.34,2730.04,111.1,128.86,153.09,0001104659-07-015493,10-K,2006-12-31,2007-03-01,20070301,IRON MOUNTAIN INC,1231,0.0534607537436963,0.0548261102648978,0.056076101449063,0.13097162874850854,0.16155109473522966,,0.0012499911841651,0.002325701110000011,0.00327450387999999
1611,1611,IRM US,1020569,2008,9.143412066,4.559846869,11.01829634,6307.921,6356.854,6846.834,2730.04,3055.13,2774.38,153.09,82.04,217.95,0001047469-09-002067,10-K,2008-12-31,2009-03-02,20090302,IRON MOUNTAIN INC,1231,0.056076101449063,0.0268531944630834,0.0785580922584505,0.11907884133565805,-0.09189461659569309,-0.0279729158018144,0.0517048977953671,-0.045835651969999995,0.06458449471
1612,1612,IRM US,1020569,2009,4.559846869,11.01829634,-2.809885296,6356.854,6846.834,6416.393,3055.13,2774.38,2892.35,82.04,217.95,-57.59,0001047469-10-001537,10-K,2009-12-31,2010-02-26,20100226,IRON MOUNTAIN INC,1231,0.0268531944630834,0.0785580922584505,-0.0199111449167631,-0.09189461659569309,0.042521211946452864,0.0517048977953671,-0.0984692371752137,0.06458449471,-0.13828181636
1613,1613,IRM US,1020569,2010,11.01829634,-2.809885296,24.78979273,6846.834,6416.393,6041.258,2774.38,2892.35,3014.7,217.95,-57.59,395.54,0001047469-11-001600,10-K,2010-12-31,2011-03-01,20110301,IRON MOUNTAIN INC,1231,0.0785580922584505,-0.0199111449167631,0.1312037682024745,0.042521211946452864,0.04230124293394644,-0.0984692371752137,0.1511149131192377,-0.13828181636,0.27599678026
1614,1614,IRM US,1020569,2011,-2.809885296,24.78979273,14.26930961,6416.393,6041.258,6358.339,2892.35,3014.7,3003.96,-57.59,395.54,170.92,0001047469-12-001785,10-K,2011-12-31,2012-02-28,20120228,IRON MOUNTAIN INC,1231,-0.0199111449167631,0.1312037682024745,0.0568982276728052,0.04230124293394644,-0.003562543536670293,0.1511149131192377,-0.0743055405296693,0.27599678026,-0.10520483119999997
1615,1615,IRM US,1020569,2012,24.78979273,14.26930961,8.804454527,6041.258,6358.339,6653.005,3014.7,3003.96,3024.62,395.54,170.92,96.46,0001047469-13-002039,10-K,2012-12-31,2013-03-01,20130301,IRON MOUNTAIN INC,1231,0.1312037682024745,0.0568982276728052,0.0318916095245022,-0.003562543536670293,0.00687758825017637,-0.0743055405296693,-0.0250066181483029,-0.10520483119999997,-0.054648550829999996
1616,1616,IRM US,1020569,2013,14.26930961,8.804454527,34.37185951,6358.339,6653.005,6523.265,3003.96,3024.62,3117.69,170.92,96.46,326.12,0001047469-14-001562,10-K,2013-12-31,2014-02-28,20140228,IRON MOUNTAIN INC,1231,0.0568982276728052,0.0318916095245022,0.1046030875423791,0.00687758825017637,0.030770807572521486,-0.0250066181483029,0.0727114780178768,-0.054648550829999996,0.25567404982999997
1617,1617,IRM US,1020569,2015,34.37185951,18.05469691,8.573199836,6523.265,6350.587,9486.8,3117.69,3007.98,3511.45,326.12,123.24,104.82,0001020569-16-000013,10-K,2015-12-31,2016-02-26,20160226,IRON MOUNTAIN INC,1231,0.1046030875423791,0.0409710170945285,0.029850916288143,-0.0351895153142231,0.1673781075672045,0.0090794075700263,-0.0111201008063854,-0.163171626,-0.09481497074
1618,1618,IRM US,1020569,2019,17.02218016,16.08274968,26.35399592,11857.218,13816.816,14149.267,4225.76,4262.58,4147.27,353.93,267.38,342.69,0001020569-20-000029,10-K,2019-12-31,2020-02-13,20200213,IRON MOUNTAIN INC,1231,0.0837553481503918,0.0627272684618236,0.0826302603881589,0.008713225549960235,-0.027051691698454783,0.021756251367295,0.0199029919263353,-0.009394304800000022,0.1027124624
1619,1619,ISRG US,1035267,2011,21.36123311,21.14456545,21.0932104,2390.4,3063.1,4059.2,1413.0,1757.3,2178.8,381.8,495.1,656.6,0001193125-12-039226,10-K,2011-12-31,2012-02-06,20120203,INTUITIVE SURGICAL INC,1231,0.270205237084218,0.2817390314687304,0.3013585459886175,0.24366595895258314,0.23985659819040595,,0.019619514519887,-0.0021666765999999883,-0.0005135505000000151
1620,1620,ISRG US,1035267,2012,21.14456545,21.0932104,18.95078726,3063.1,4059.2,3950.3,1757.3,2178.8,2265.1,495.1,656.6,671.0,0001193125-13-036675,10-K,2012-12-31,2013-02-04,20130204,INTUITIVE SURGICAL INC,1231,0.2817390314687304,0.3013585459886175,0.296234161847159,0.23985659819040595,0.03960895906003281,0.019619514519887,-0.0051243841414584,-0.0005135505000000151,-0.021424231400000018
1621,1621,ISRG US,1035267,2014,18.95078726,12.17300314,15.29569159,3950.3,3959.4,4907.3,2265.1,2131.7,2384.4,671.0,418.8,588.8,0001035267-15-000014,10-K,2014-12-31,2015-02-06,20150205,INTUITIVE SURGICAL INC,1231,0.296234161847159,0.1964629169207674,0.2469384331488005,-0.05889364707959921,0.11854388516207726,-0.10489562906785,0.050475516228033,-0.06777784119999998,0.0312268845
1622,1622,ISRG US,1035267,2017,14.57617383,12.7105318,19.68824187,6486.9,5776.8,7846.7,2704.4,3138.2,3724.2,735.9,670.9,1127.9,0001035267-18-000013,10-K,2017-12-31,2018-02-02,20180202,INTUITIVE SURGICAL INC,1231,0.2721121135926638,0.2137849722771015,0.3028569894205467,0.16040526549327017,0.18673124721177747,0.017322055356334,0.0890720171434452,-0.0186564203,0.06977710069999998
1623,1623,ISRG US,1035267,2018,12.7105318,19.68824187,18.46131195,5776.8,7846.7,9733.2,3138.2,3724.2,4478.5,670.9,1127.9,1379.3,0001035267-19-000012,10-K,2018-12-31,2019-02-04,20190204,INTUITIVE SURGICAL INC,1231,0.2137849722771015,0.3028569894205467,0.3079825834542815,0.18673124721177747,0.20254014284947108,0.0890720171434452,0.0051255940337348,0.06977710069999998,-0.012269299199999998
1624,1624,ISRG US,1035267,2019,19.68824187,18.46131195,11.7875223,7846.7,9733.2,11168.9,3724.2,4478.5,4358.4,1127.9,1379.3,1060.6,0001035267-20-000032,10-K,2019-12-31,2020-02-07,20200207,INTUITIVE SURGICAL INC,1231,0.3028569894205467,0.3079825834542815,0.2433461820851688,0.20254014284947108,-0.026817014625432734,0.0051255940337348,-0.0646364013691126,-0.012269299199999998,-0.0667378965
1625,1625,ISRG US,1035267,2020,18.46131195,11.7875223,15.75954809,9733.2,11168.9,13555.0,4478.5,4358.4,5710.1,1379.3,1060.6,1704.6,0001035267-21-000028,10-K,2020-12-31,2021-02-10,20210209,INTUITIVE SURGICAL INC,1231,0.3079825834542815,0.2433461820851688,0.2985236685872401,-0.026817014625432734,0.3101367474302499,-0.0646364013691126,0.0551774865020712,-0.0667378965,0.0397202579
1626,1626,ISRG US,1035267,2021,11.7875223,15.75954809,11.52682735,11168.9,13555.0,12974.0,4358.4,5710.1,6222.2,1060.6,1704.6,1322.3,0001035267-22-000014,10-K,2021-12-31,2022-02-03,20220203,INTUITIVE SURGICAL INC,1231,0.2433461820851688,0.2985236685872401,0.2125132589759249,0.3101367474302499,0.08968319293882754,0.0551774865020712,-0.0860104096113152,0.0397202579,-0.0423272074
1627,1627,ISRG US,1035267,2022,15.75954809,11.52682735,14.7682704,13555.0,12974.0,15441.5,5710.1,6222.2,7124.1,1704.6,1322.3,1798.0,0001035267-23-000019,10-K,2022-12-31,2023-02-10,20230210,INTUITIVE SURGICAL INC,1231,0.2985236685872401,0.2125132589759249,0.2523827571201976,0.08968319293882754,0.1449487319597571,-0.0860104096113152,0.0398694981442727,-0.0423272074,0.03241443050000001
1628,1628,IVZ US,914208,2008,,7.845212987,5.118072748,12925.2,9756.9,10909.6,4093.2,3249.6,2627.3,673.6,481.7,322.5,0000914208-09-000511,10-K,2008-12-31,2009-02-27,20090227,Invesco Ltd.,1231,0.164565621030001,0.1482336287543082,0.1227495908346972,-0.20609791849897385,-0.19150049236829136,,-0.025484037919611,,-0.027271402389999998
1629,1629,IVZ US,914208,2009,7.845212987,5.118072748,6.136715533,9756.9,10909.6,20444.1,3249.6,2627.3,3487.7,481.7,322.5,465.7,0000950123-10-017949,10-K,2009-12-31,2010-02-26,20100226,Invesco Ltd.,1231,0.1482336287543082,0.1227495908346972,0.1335263927516701,-0.19150049236829136,0.3274844897803828,-0.025484037919611,0.0107768019169729,-0.027271402389999998,0.010186427849999999
1630,1630,IVZ US,914208,2010,5.118072748,6.136715533,8.907633807,10909.6,20444.1,19347.0,2627.3,3487.7,3982.3,322.5,465.7,729.7,0000950123-11-018684,10-K,2010-12-31,2011-02-25,20110225,Invesco Ltd.,1231,0.1227495908346972,0.1335263927516701,0.1832358184968485,0.3274844897803828,0.1418126559050379,0.0107768019169729,0.0497094257451783,0.010186427849999999,0.027709182739999994
1631,1631,IVZ US,914208,2011,6.136715533,8.907633807,8.239281086,20444.1,19347.0,17492.4,3487.7,3982.3,4050.4,465.7,729.7,677.1,0000914208-12-000332,10-K,2011-12-31,2012-02-24,20120224,Invesco Ltd.,1231,0.1335263927516701,0.1832358184968485,0.1671686746987951,0.1418126559050379,0.017100670466815737,0.0497094257451783,-0.0160671437980533,0.027709182739999994,-0.006683527209999997
1632,1632,IVZ US,914208,2012,8.907633807,8.239281086,11.25474284,19347.0,17492.4,19270.5,3982.3,4050.4,4644.6,729.7,677.1,940.3,0000914208-13-000308,10-K,2012-12-31,2013-02-22,20130222,Invesco Ltd.,1231,0.1832358184968485,0.1671686746987951,0.2024501571717693,0.017100670466815737,0.1467015603397197,-0.0160671437980533,0.0352814824729741,-0.006683527209999997,0.030154617540000005
1633,1633,IVZ US,914208,2013,8.239281086,11.25474284,11.82036773,17492.4,19270.5,20450.0,4050.4,4644.6,5147.1,677.1,940.3,988.1,0000914208-14-000271,10-K,2013-12-31,2014-02-21,20140221,Invesco Ltd.,1231,0.1671686746987951,0.2024501571717693,0.1919721785082862,0.1467015603397197,0.10819015631055429,0.0352814824729741,-0.0104779786634831,0.030154617540000005,0.005656248899999987
1634,1634,IVZ US,914208,2014,11.25474284,11.82036773,11.94352088,19270.5,20450.0,25073.2,4644.6,5147.1,5122.9,940.3,988.1,968.1,0000914208-15-000293,10-K,2014-12-31,2015-02-20,20150220,Invesco Ltd.,1231,0.2024501571717693,0.1919721785082862,0.1889749946319467,0.10819015631055429,-0.004701676672301036,-0.0104779786634831,-0.0029971838763394,0.005656248899999987,0.0012315315000000027
1635,1635,IVZ US,914208,2015,11.82036773,11.94352088,11.10136395,20450.0,25073.2,25734.3,5147.1,5122.9,4734.4,988.1,968.1,854.2,0000914208-16-000846,10-K,2015-12-31,2016-02-19,20160219,Invesco Ltd.,1231,0.1919721785082862,0.1889749946319467,0.1804241297735721,-0.004701676672301036,-0.07583595229264672,-0.0029971838763394,-0.0085508648583746,0.0012315315000000027,-0.008421569299999997
1636,1636,IVZ US,914208,2016,11.94352088,11.10136395,13.91736986,25073.2,25734.3,31668.8,5122.9,4734.4,5160.3,968.1,854.2,1127.3,0000914208-17-000328,10-K,2016-12-31,2017-02-23,20170223,Invesco Ltd.,1231,0.1889749946319467,0.1804241297735721,0.2184562913008933,-0.07583595229264672,0.08995860087867524,-0.0085508648583746,0.0380321615273211,-0.008421569299999997,0.028160059100000013
1637,1637,IVZ US,914208,2017,11.10136395,13.91736986,10.22060909,25734.3,31668.8,30978.4,4734.4,5160.3,5314.1,854.2,1127.3,882.8,0000914208-18-000255,10-K,2017-12-31,2018-02-23,20180223,Invesco Ltd.,1231,0.1804241297735721,0.2184562913008933,0.1661240849814644,0.08995860087867524,0.02980446873243814,0.0380321615273211,-0.0523322063194289,0.028160059100000013,-0.03696760770000001
1638,1638,IVZ US,914208,2018,13.91736986,10.22060909,6.127786097,31668.8,30978.4,39420.3,5160.3,5314.1,6117.4,1127.3,882.8,688.3,0000914208-19-000195,10-K,2018-12-31,2019-02-22,20190221,Invesco Ltd.,1231,0.2184562913008933,0.1661240849814644,0.1125151208029555,0.02980446873243814,0.15116388475941345,-0.0523322063194289,-0.0536089641785088,-0.03696760770000001,-0.04092822993
1639,1639,IVZ US,914208,2019,10.22060909,6.127786097,5.195190885,30978.4,39420.3,36504.1,5314.1,6117.4,6145.6,882.8,688.3,761.6,0000914208-20-000245,10-K,2019-12-31,2020-03-02,20200302,Invesco Ltd.,1231,0.1661240849814644,0.1125151208029555,0.1239260609216349,0.15116388475941345,0.00460980154967805,-0.0536089641785088,0.0114109401186794,-0.04092822993,-0.009325952120000007
1640,1640,IVZ US,914208,2020,6.127786097,5.195190885,12.75839645,39420.3,36504.1,32685.6,6117.4,6145.6,6894.5,688.3,761.6,1629.8,0000914208-21-000331,10-K,2020-12-31,2021-02-19,20210219,Invesco Ltd.,1231,0.1125151208029555,0.1239260609216349,0.2363913264196098,0.00460980154967805,0.12185954178599312,0.0114109401186794,0.1124652654979748,-0.009325952120000007,0.07563205565
1641,1641,IVZ US,914208,2021,5.195190885,12.75839645,6.025842662,36504.1,32685.6,29756.8,6145.6,6894.5,6048.9,761.6,1629.8,920.7,0000914208-22-000319,10-K,2021-12-31,2022-02-18,20220218,Invesco Ltd.,1231,0.1239260609216349,0.2363913264196098,0.1522094926350245,0.12185954178599312,-0.12264848792515781,0.1124652654979748,-0.0841818337845852,0.07563205565,-0.06732553788
1642,1642,IVZ US,914208,2022,12.75839645,6.025842662,-3.059895833,32685.6,29756.8,28933.8,6894.5,6048.9,5716.4,1629.8,920.7,-96.9,0000914208-23-000297,10-K,2022-12-31,2023-02-23,20230222,Invesco Ltd.,1231,0.2363913264196098,0.1522094926350245,-0.0169512280456231,-0.12264848792515781,-0.05496867198994859,-0.0841818337845852,-0.1691607206806477,-0.06732553788,-0.09085738495
1643,1643,J US,52988,2000,15.95982065,10.79808527,16.14208567,1220.186,1384.376,1557.04,2875.01,3418.94,3956.99,65.44,50.98,87.76,0000898430-00-003950,10-K,2000-09-30,2000-12-27,Not found,JACOBS ENGINEERING GROUP INC /DE/,0930,0.0227616599594436,0.0149110543033805,0.022178474042138,0.1891923854177897,0.1573733379351494,,0.0072674197387575,-0.051617353799999995,0.053440004000000006
1644,1644,J US,52988,2005,12.51403544,12.12526033,15.20922799,2071.044,2378.859,2853.884,4594.23,5635.0,7421.27,115.57,131.61,196.88,0001193125-05-241653,10-K,2005-09-30,2005-12-13,20060509,JACOBS ENGINEERING GROUP INC /DE/,0930,0.0251554667485084,0.0233558118899733,0.026529152018455,0.22653850590849833,0.3169955634427686,0.0084447575865928,0.0031733401284816,-0.0038877511000000096,0.030839676600000008
1645,1645,J US,52988,2008,17.57826131,20.58017384,16.4175354,3389.421,4278.238,4428.614,8473.97,11252.16,11467.38,287.13,420.74,399.85,0001193125-08-244600,10-K,2008-09-30,2008-11-26,20081126,JACOBS ENGINEERING GROUP INC /DE/,0930,0.0338837640444797,0.0373919318601939,0.0348684703916675,0.32784987438001334,0.019126994283764187,0.0140361199702205,-0.0025234614685264,0.03001912530000002,-0.04162638440000002
1646,1646,J US,52988,2009,20.58017384,16.4175354,8.96903369,4278.238,4428.614,4683.917,11252.16,11467.38,9915.52,420.74,399.85,245.97,0001193125-09-239188,10-K,2009-10-02,2009-11-20,20091120,JACOBS ENGINEERING GROUP INC /DE/,0930,0.0373919318601939,0.0348684703916675,0.0248065658684567,0.019126994283764187,-0.1353282092334953,-0.0025234614685264,-0.0100619045232107,-0.04162638440000002,-0.07448501709999998
1647,1647,J US,52988,2010,16.4175354,8.96903369,10.72673588,4428.614,4683.917,6199.226,11467.38,9915.52,10381.66,399.85,245.97,331.03,0001193125-10-267422,10-K,2010-10-01,2010-11-23,20101123,JACOBS ENGINEERING GROUP INC /DE/,1001,0.0348684703916675,0.0248065658684567,0.0318860374930406,-0.1353282092334953,0.04701115019686308,-0.0100619045232107,0.0070794716245838,-0.07448501709999998,0.0175770219
1648,1648,J US,52988,2011,8.96903369,10.72673588,10.77268426,4683.917,6199.226,6839.433,9915.52,10381.66,10893.78,245.97,331.03,378.95,0001193125-11-318681,10-K,2011-09-30,2011-11-21,20111121,JACOBS ENGINEERING GROUP INC /DE/,0930,0.0248065658684567,0.0318860374930406,0.0347859053514941,0.04701115019686308,0.04932929801207142,0.0070794716245838,0.0028998678584535,0.0175770219,0.00045948380000000456
1649,1649,J US,52988,2014,10.66320378,7.55804418,6.91635658,7274.144,8453.659,7785.926,11818.38,12695.16,12114.83,423.09,328.11,302.97,0000052988-14-000173,10-K,2014-09-26,2014-11-24,20141121,JACOBS ENGINEERING GROUP INC /DE/,0926,0.0357993227498185,0.0258452827691813,0.0250081924385236,0.07418783285018771,-0.04571269680728718,-0.0060407547238592,-0.0008370903306576,-0.031051596000000004,-0.0064168759999999915
1650,1650,J US,52988,2015,7.55804418,6.91635658,4.919071719,8453.659,7785.926,7360.022,12695.16,12114.83,10964.16,328.11,302.97,210.46,0000052988-15-000155,10-K,2015-10-02,2015-11-24,20151123,JACOBS ENGINEERING GROUP INC /DE/,1002,0.0258452827691813,0.0250081924385236,0.019195268949012,-0.04571269680728718,-0.09498028449429341,-0.0008370903306576,-0.0058129234895116,-0.0064168759999999915,-0.019972848610000007
1651,1651,J US,52988,2016,6.91635658,4.919071719,6.686506485,7785.926,7360.022,7380.859,12114.83,10964.16,6330.13,302.97,210.46,293.73,0001564590-16-029571,10-K,2016-09-30,2016-11-22,20161122,JACOBS ENGINEERING GROUP INC /DE/,0930,0.0250081924385236,0.019195268949012,0.0464018906404765,-0.09498028449429341,-0.42265253334500774,-0.0058129234895116,0.0272066216914645,-0.019972848610000007,0.01767434766
1652,1652,J US,52988,2017,4.919071719,6.686506485,3.163041758,7360.022,7380.859,12645.795,10964.16,6330.13,10579.77,210.46,293.73,163.43,0001564590-17-024192,10-K,2017-09-29,2017-11-21,20171121,JACOBS ENGINEERING GROUP INC /DE/,0930,0.019195268949012,0.0464018906404765,0.0154474057564578,-0.42265253334500774,0.6713353438239025,0.0272066216914645,-0.0309544848840187,0.01767434766,-0.03523464727
1653,1653,J US,52988,2018,6.686506485,3.163041758,14.63854032,7380.859,12645.795,11462.711,6330.13,10579.77,12737.87,293.73,163.43,847.98,0000052988-18-000036,10-K,2018-09-28,2018-11-21,20181121,JACOBS ENGINEERING GROUP INC /DE/,0929,0.0464018906404765,0.0154474057564578,0.0665715696580354,0.6713353438239025,0.20398364047611617,-0.0309544848840187,0.0511241639015776,-0.03523464727,0.11475498562
1654,1654,J US,52988,2019,3.163041758,14.63854032,8.529537086,12645.795,11462.711,12354.353,10579.77,12737.87,13566.98,163.43,847.98,491.85,0000052988-19-000069,10-K,2019-09-27,2019-11-25,20191125,JACOBS ENGINEERING GROUP INC /DE/,0927,0.0154474057564578,0.0665715696580354,0.0362534624507443,0.20398364047611617,0.0650901602858247,0.0511241639015776,-0.030318107207291,0.11475498562,-0.06109003234000001
1655,1655,J US,52988,2020,14.63854032,8.529537086,7.140725056,11462.711,12354.353,14632.609,12737.87,13566.98,14092.63,847.98,491.85,477.03,0000052988-20-000070,10-K,2020-10-02,2020-11-24,20201124,JACOBS ENGINEERING GROUP INC /DE/,1002,0.0665715696580354,0.0362534624507443,0.0338496079156268,0.0650901602858247,0.03874480540252878,-0.030318107207291,-0.0024038545351175,-0.06109003234000001,-0.013888120299999996
1656,1656,J US,52988,2021,8.529537086,7.140725056,10.73389657,12354.353,14632.609,14660.419,13566.98,14092.63,14922.83,491.85,477.03,644.04,0000052988-21-000065,10-K,2021-10-01,2021-11-23,20211123,JACOBS ENGINEERING GROUP INC /DE/,1001,0.0362534624507443,0.0338496079156268,0.0431580336973616,0.03874480540252878,0.058910224706105296,-0.0024038545351175,0.0093084257817348,-0.013888120299999996,0.03593171514000001
1657,1657,J US,52988,2022,7.140725056,10.73389657,10.56262769,14632.609,14660.419,14617.109,14092.63,14922.83,16352.41,477.03,644.04,665.78,0000052988-22-000111,10-K,2022-09-30,2022-11-21,20221121,JACOBS SOLUTIONS INC.,0930,0.0338496079156268,0.0431580336973616,0.0407144879562095,0.058910224706105296,0.09579818305241039,0.0093084257817348,-0.0024435457411521,0.03593171514000001,-0.0017126888000000128
1658,1658,J US,52988,2023,10.73389657,10.56262769,10.56262769,14660.419,14617.109,14617.109,14922.83,16352.41,0.0,644.04,665.78,0.0,0000052988-23-000084,10-K,2023-09-29,2023-11-21,20231121,JACOBS SOLUTIONS INC.,0929,0.0431580336973616,0.0407144879562095,,0.09579818305241039,0.0,-0.0024435457411521,,-0.0017126888000000128,0.0
